trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais;;
20203;American Express;Credito;Corporativo;83880;60345;1126259;418445735;115841;113088385;;
20212;American Express;Credito;Basico Nacional;69820;44642;811235;109796944;4323;1125200;;
20183;Outras;Credito;Basico Nacional;1100951;253759;1318;1186812;0;0;;
20194;MasterCard;Debito;Basico Nacional;952855;490000;13099190;895963721;43;13371;;
20203;MasterCard;Pre-Pago;Intermediario;12100543;6079780;120591088;5327134434;1;0;;
20224;MasterCard;Credito;Empresarial;5271854;2574037;38237846;11518139288;540609;364269515;;
20232;Outras;Debito;Outros;3464569;1732747;40983812;3932666577;0;0;;
20221;MasterCard;Debito;Corporativo;1127;718;118602;10618596;2;1179;;
20213;VISA;Debito;Basico Nacional;12013475;6234758;158059058;10843300543;1238;189503;;
20234;VISA;Credito;Platinum;10037618;7367351;318504195;48871457638;2417099;817568797;;
20182;VISA;Credito;Platinum;4712601;3477164;164416519;20232752398;3279696;1013265558;;
20202;MasterCard;Pre-Pago;Outros;13353529;2617602;23550468;1837666086;234457;37879758;;
20233;MasterCard;Pre-Pago;Basico Internacional;484328;117932;1553438;94401212;51475;1983130;;
20233;VISA;Credito;Basico Nacional;22250123;10687246;221061541;21656855887;287677;46281929;;
20204;VISA;Debito;Basico Nacional;9258690;5167831;137748868;10042908771;890;171029;;
20221;MasterCard;Credito;Outros;19406841;6345455;74300497;8045231897;84999;13046656;;
20192;Elo;Debito;Basico Nacional;12142654;5313494;100461006;5999802442;0;0;;
20223;MasterCard;Credito;Intermediario;104214886;66217870;1249278675;120347163285;5165492;737499221;;
20213;Elo;Credito;Basico Internacional;5943704;2902551;47616979;6922401369;31296;13460459;;
20212;MasterCard;Credito;Empresarial;3387080;1951013;27166988;6753398907;362898;226745107;;
20231;MasterCard;Credito;Basico Internacional;83444460;23797778;246857647;24708114246;670769;160569886;;
20213;VISA;Credito;Outros;10985694;2222344;29947481;3114442960;101530;41298453;;
20233;MasterCard;Debito;Basico Internacional;53261345;18569004;504579528;33162419097;58584;14894112;;
20193;MasterCard;Credito;Platinum;5863073;4471265;207786438;25157558907;3774053;995327211;;
20192;VISA;Credito;Corporativo;583525;298926;5387822;1463602785;408777;221484351;;
20221;VISA;Debito;Premium;635805;338672;10290036;1068600611;399;101890;;
20202;Elo;Debito;Basico Nacional;164608445;61856529;777786272;49087770767;0;0;;
20191;MasterCard;Debito;Outros;256290;57576;784455;55829174;205;43148;;
20222;MasterCard;Credito;Outros;20483645;6607246;80538496;9017907333;90486;14787232;;
20204;Hipercard;Credito;Basico Nacional;2418259;1737276;47323117;10176323310;0;0;;
20203;Bandeira propria;Pre-Pago;Outros;427801;247203;563455762;1683805679;0;0;;
20191;VISA;Debito;Platinum;1729718;1134794;38598341;3151153379;1466;235939;;
20222;MasterCard;Credito;Corporativo;157499;96588;4043576;2035550486;218509;231596402;;
20204;MasterCard;Credito;Outros;17257102;6170751;82523077;8803379046;112303;13450605;;
20232;MasterCard;Credito;Basico Nacional;29318460;5034255;82554841;9281068625;85422;5704586;;
20193;MasterCard;Debito;Platinum;783331;436206;10941278;847902846;3576;1135780;;
20223;VISA;Credito;Corporativo;560739;328719;5781972;2590573513;276514;279068387;;
20204;MasterCard;Pre-Pago;Platinum;2125826;1102363;16299478;965287759;16107;4272861;;
20232;MasterCard;Debito;Outros;1380955;702382;12494146;686222710;1098;321773;;
20194;Elo;Credito;Intermediario;8689;4652;70939;10700941;40;9909;;
20221;MasterCard;Pre-Pago;Empresarial;886509;330717;11932510;729179123;0;0;;
20201;Elo;Debito;Basico Nacional;82265138;44263103;585366338;33610614691;0;0;;
20202;MasterCard;Debito;Intermediario;45827913;30303695;415645991;25853062913;9590;1968352;;
20211;MasterCard;Credito;Empresarial;2786419;1776917;23048797;5726219284;323763;210920820;;
20212;Elo;Credito;Basico Internacional;5452488;2792508;43230972;5996802494;27720;12089026;;
20203;Elo;Credito;Outros;155720;95767;2732735;542096489;2887;2210586;;
20223;MasterCard;Pre-Pago;Intermediario;40236757;24242211;892048996;32675279637;1;0;;
20213;MasterCard;Debito;Premium;333052;138282;2334714;248187352;752;447618;;
20192;American Express;Credito;Corporativo;121031;108783;2726120;1511769529;275604;246768502;;
20192;Elo;Debito;Basico Internacional;27425901;8686703;216389642;11338388894;0;0;;
20231;VISA;Credito;Basico Nacional;24481770;11198720;218596929;21098981450;249826;42952424;;
20192;Bandeira propria;Credito;Outros;7383984;4645071;10746204;1675567122;12;227;;
20232;Elo;Debito;Outros;105518;80819;361798;42260272;0;0;;
20183;VISA;Pre-Pago;Corporativo;224026;217611;484880;134393577;286390;201944445;;
20223;MasterCard;Pre-Pago;Platinum;5466048;2976279;80420555;3856858553;0;0;;
20214;MasterCard;Pre-Pago;Basico Internacional;154;42;498;15600;0;0;;
20202;American Express;Credito;Corporativo;95501;59845;1421789;530706662;151698;143120074;;
20233;MasterCard;Debito;Corporativo;252;126;82099;7631401;5;2404;;
20203;VISA;Credito;Platinum;6047384;4455712;167645751;24801503082;1152528;345112131;;
20193;MasterCard;Debito;Basico Internacional;114196144;40606682;1140136903;65253291662;171551;39186259;;
20202;MasterCard;Pre-Pago;Basico Nacional;95613;16704;73918;16888110;0;0;;
20223;Elo;Credito;Intermediario;2243108;563595;21308954;2439195955;5599;792174;;
20191;VISA;Debito;Basico Nacional;5804935;2976134;68048052;4303369341;650;66170;;
20181;MasterCard;Credito;Premium;1140719;924440;60038007;11613809236;3328245;1609634112;;
20184;VISA;Credito;Empresarial;993562;667515;22880946;3703832980;363900;233372343;;
20202;VISA;Debito;Basico Internacional;90834506;26458843;382175479;28075718795;21809;3353082;;
20193;Elo;Credito;Empresarial;405981;174778;3875737;793426962;1110;758526;;
20202;American Express;Credito;Platinum;782;782;4990;800348;4;1019;;
20213;MasterCard;Debito;Empresarial;1427640;429259;12229724;886779624;42;21897;;
20232;MasterCard;Pre-Pago;Intermediario;49333996;27797721;1096163399;38787286314;1;0;;
20202;Outras;Debito;Outros;3509859;1862045;34184812;3116665317;0;0;;
20181;Elo;Credito;Outros;642174;310841;3980523;375094378;71;31075;;
20191;Elo;Credito;Empresarial;388601;162139;3194500;654551723;44;8711;;
20194;MasterCard;Pre-Pago;Outros;14829863;3406626;35747464;2559442373;326811;53484245;;
20203;Elo;Credito;Basico Internacional;5241272;2609734;35949308;4645386419;26348;9460294;;
20233;VISA;Pre-Pago;Platinum;5037;70;1272;71479;0;0;;
20194;Elo;Debito;Basico Internacional;23248886;9780733;276410924;15174775354;0;0;;
20233;VISA;Debito;Outros;2639;437;19538;878472;0;0;;
20204;MasterCard;Debito;Platinum;823353;369866;8586697;837463126;830;318248;;
20204;VISA;Credito;Corporativo;560464;269289;3374496;1269983213;146766;120326683;;
20211;Elo;Credito;Basico Internacional;5380183;2733484;41302732;5611604904;30833;12205055;;
20194;American Express;Credito;Corporativo;120031;104522;2361476;1015339690;265647;235474933;;
20202;VISA;Credito;Empresarial;1461435;815311;16247622;4043485811;144331;125909233;;
20223;VISA;Debito;Empresarial;1310431;537635;19474719;2608378639;2296;725204;;
20204;VISA;Credito;Platinum;6151546;4284076;188088284;27632795605;962747;310571825;;
20221;American Express;Credito;Outros;100;86;2054;1554003;274;1585511;;
20223;VISA;Pre-Pago;Basico Internacional;14765828;4269814;77385104;3727442861;1201653;214181151;;
20224;VISA;Debito;Platinum;1929239;1157615;44779212;4198373082;652;125752;;
20182;VISA;Debito;Empresarial;831085;458814;10451569;1303663860;77;18705;;
20224;VISA;Credito;Basico Internacional;39200457;20327506;328747462;37467378114;900080;186324993;;
20224;Outras;Credito;Outros;121494;85452;45317;14986973;0;0;;
20224;Bandeira propria;Credito;Outros;24674034;4924906;16147572;2654604423;0;0;;
20214;VISA;Pre-Pago;Corporativo;843178;75388;3255928;326169705;156888;49738477;;
20233;Elo;Debito;Basico Nacional;207678019;42191384;944798799;54635424097;0;0;;
20193;Elo;Debito;Basico Nacional;13210141;5493000;106849871;6508842402;0;0;;
20233;MasterCard;Pre-Pago;Basico Nacional;2068358;162856;71652387;28985127;436049;268936;;
20181;VISA;Pre-Pago;Platinum;155527;6280;339;63456;202730;44076252;;
20211;Elo;Pre-Pago;Outros;10775078;3070271;23181037;1071340828;102;11203;;
20212;VISA;Debito;Premium;581284;301077;7688276;866000587;54;23898;;
20211;VISA;Credito;Outros;6198405;1663795;14984633;1804079585;48701;17893817;;
20233;American Express;Credito;Platinum;18427;16290;352279;47211291;2181;843689;;
20192;Hipercard;Credito;Basico Nacional;4161295;3061403;58191619;7675018393;0;0;;
20211;American Express;Credito;Premium;414269;299693;9460226;2582772451;147718;130385311;;
20183;VISA;Pre-Pago;Platinum;165628;7327;506;350662;206293;44560108;;
20202;Elo;Debito;Basico Internacional;1221;339;3340;210271;0;0;;
20201;MasterCard;Debito;Intermediario;44280030;29744254;542489906;31661249432;56527;12371359;;
20184;VISA;Credito;Platinum;4971760;3702242;189443683;24286917064;3260005;995963411;;
20182;VISA;Credito;Intermediario;5912591;4396226;138020814;16096934362;2134608;594546009;;
20213;VISA;Credito;Basico Internacional;27229365;14464241;249084774;25243030720;640686;111053288;;
20194;Outras;Credito;Intermediario;34499;7429;90765;13795109;226;77575;;
20193;VISA;Pre-Pago;Basico Internacional;5055369;551081;1459675;79265118;2519012;281459390;;
20192;VISA;Credito;Outros;4231499;407212;7546712;975427152;40683;23699624;;
20183;VISA;Credito;Basico Nacional;23080187;10789825;146543435;12109165063;187091;14341359;;
20184;MasterCard;Debito;Premium;210265;117196;2125020;216035783;4677;2092130;;
20182;VISA;Debito;Premium;346531;196382;5118333;508900870;359;97698;;
20181;MasterCard;Debito;Platinum;832364;495583;11657234;931291783;6703;2043326;;
20204;MasterCard;Pre-Pago;Premium;8;1;2;36;0;0;;
20211;MasterCard;Debito;Outros;162530;22644;259819;14326757;18;4612;;
20184;MasterCard;Credito;Corporativo;128495;87379;2896263;969266766;226759;131975110;;
20231;Elo;Debito;Basico Nacional;170146054;31490676;613028767;36685898977;0;0;;
20203;VISA;Debito;Basico Internacional;90460526;27287299;500441679;37735389085;27863;4794076;;
20204;VISA;Debito;Platinum;1783390;1079491;36851247;3708434142;201;52875;;
20184;MasterCard;Debito;Intermediario;1282461;408475;9459558;663971089;1110;286176;;
20202;Elo;Credito;Outros;141943;87385;2352545;429656079;2309;1316477;;
20214;Elo;Pre-Pago;Outros;37405036;5145754;29388667;1373835918;125;11126;;
20184;MasterCard;Pre-Pago;Outros;11006532;2494430;25987990;1841240953;288297;43130423;;
20213;VISA;Credito;Corporativo;589488;266813;3911695;1445179427;92913;134748447;;
20201;MasterCard;Credito;Empresarial;2018274;1463748;18791295;4353719240;354180;224748963;;
20194;MasterCard;Pre-Pago;Basico Nacional;101013;23802;289486;21825603;13;207;;
20234;MasterCard;Credito;Outros;4077669;921169;27213772;1553424290;6329;1460069;;
20221;American Express;Credito;Premium;487144;380711;12357726;3497812522;315214;355012614;;
20184;Outras;Debito;Outros;3298985;1640680;41865013;3567631046;0;0;;
20182;Elo;Credito;Outros;683067;364235;4739974;459908137;2062;887353;;
20221;Elo;Credito;Corporativo;23579;11656;57232;94948353;419;308242;;
20191;Outras;Debito;Outros;3421823;1729346;39880159;3288262066;0;0;;
20233;Bandeira propria;Credito;Intermediario;23741;11592;2457558;662946345;0;0;;
20232;MasterCard;Credito;Basico Internacional;101750454;29628128;326588488;32167769649;691990;109002338;;
20232;VISA;Debito;Platinum;2050798;1218747;46998887;4065711158;922;188115;;
20202;MasterCard;Credito;Corporativo;127748;73876;977456;313868723;28466;49451964;;
20183;MasterCard;Pre-Pago;Corporativo;17585;12743;108514;22693279;32564;22960376;;
20212;Elo;Credito;Corporativo;24085;12874;51362;118819664;75;39599;;
20193;Bandeira propria;Pre-Pago;Outros;425581;425580;27453974;2294082156;0;0;;
20234;American Express;Credito;Platinum;18470;16137;404672;55060608;2168;808090;;
20213;Elo;Debito;Empresarial;944685;380497;8581457;1217638095;0;0;;
20191;VISA;Debito;Outros;19;3;11;964;0;0;;
20234;American Express;Credito;Premium;575267;468328;17146135;4659782549;418427;396633845;;
20233;MasterCard;Credito;Outros;3681901;717472;21133360;1180567935;3214;1000434;;
20234;MasterCard;Credito;Platinum;21578548;15580317;567004717;73886330677;3852700;907454248;;
20202;VISA;Debito;Platinum;1787415;1116858;21757092;2194906000;22;5058;;
20194;Elo;Debito;Empresarial;635894;283643;6559262;811442682;0;0;;
20234;VISA;Pre-Pago;Intermediario;2078;8;16;233;0;0;;
20203;American Express;Credito;Basico Nacional;76581;44575;754889;100714295;4092;995981;;
20191;VISA;Pre-Pago;Basico Nacional;1740385;193634;930895;626628774;24;204;;
20213;MasterCard;Pre-Pago;Empresarial;509539;210269;6887694;423108178;0;0;;
20181;MasterCard;Credito;Outros;11129078;4496030;54378807;5009189863;82694;10254919;;
20201;MasterCard;Credito;Basico Internacional;16248497;9236489;135702347;12171489856;750408;142147243;;
20184;Bandeira propria;Pre-Pago;Outros;230904;36916;56498;1694219;36207;1118452;;
20191;Elo;Pre-Pago;Outros;1973661;1512969;11473124;451480906;47;1771;;
20192;Bandeira propria;Pre-Pago;Outros;399530;275121;18737914;2229684882;0;0;;
20232;Elo;Credito;Outros;2795454;1085491;15154271;2963180444;44419;26553914;;
20222;VISA;Debito;Basico Nacional;12903318;7107017;188031511;12775789659;1348;225095;;
20214;MasterCard;Pre-Pago;Platinum;3973125;2379874;61434153;3139220759;0;0;;
20221;VISA;Pre-Pago;Basico Internacional;12763626;3716412;71031979;3371925448;652372;115263230;;
20193;VISA;Credito;Basico Nacional;32819131;11982766;179286969;14252184831;245844;22972252;;
20224;VISA;Credito;Outros;12228124;3242282;45800630;5177637674;131025;68528744;;
20201;VISA;Debito;Empresarial;1550409;598554;16666402;1956652685;1964;513261;;
20201;Bandeira propria;Pre-Pago;Outros;423148;271142;455523831;1364695788;0;0;;
20233;American Express;Credito;Premium;578237;482002;17360405;4540646015;445840;453815094;;
20184;Bandeira propria;Debito;Outros;1304719;384031;4764033;315456636;0;0;;
20214;VISA;Pre-Pago;Outros;24734435;9785263;122402512;6221079478;227482;37583459;;
20214;MasterCard;Credito;Basico Nacional;23010030;5628466;67996207;6744879313;16794;1614847;;
20212;MasterCard;Debito;Intermediario;59139236;38519387;633318154;39374744102;14660;3449330;;
20204;VISA;Debito;Intermediario;1670115;965168;31276205;2828156625;105;28134;;
20191;VISA;Debito;Basico Internacional;106953456;29889654;560901776;36370744604;65741;9524583;;
20224;VISA;Credito;Premium;4956349;3681657;198374946;40837701335;3132520;1865616755;;
20231;MasterCard;Credito;Intermediario;110643402;66797793;1279280663;122720429004;5343718;728170309;;
20224;Elo;Credito;Basico Nacional;2970280;1924503;60568471;7169733167;44150;20423231;;
20204;VISA;Credito;Basico Internacional;26758498;14635159;261140164;26936018721;750379;119870370;;
20203;Elo;Debito;Empresarial;787387;313495;6767383;955452296;0;0;;
20193;MasterCard;Credito;Corporativo;131142;90282;3544560;1114788336;258611;156148664;;
20232;Bandeira propria;Debito;Outros;24722;10603;13819;2407072;0;0;;
20202;Elo;Credito;Intermediario;2976507;1650448;23756072;2108405251;9053;1053254;;
20203;MasterCard;Debito;Empresarial;911815;273247;6415825;503346200;1;236;;
20193;VISA;Debito;Empresarial;1179542;539715;15377683;1840774318;1952;487733;;
20224;Elo;Pre-Pago;Basico Internacional;246602;18673;367;311516526;351;57803;;
20213;Elo;Credito;Corporativo;24028;12476;58467;115866116;80;66110;;
20221;MasterCard;Debito;Basico Nacional;489043;352453;10061977;780066196;36;11870;;
20194;VISA;Debito;Empresarial;1377023;551753;16824203;2091091417;3352;815740;;
20201;VISA;Credito;Empresarial;1468955;825966;20816655;4933638760;387965;294143375;;
20221;MasterCard;Debito;Premium;393575;172743;3208438;298652345;1144;647562;;
20201;Elo;Credito;Empresarial;442705;193413;4342690;927760760;4465;2454350;;
20214;VISA;Debito;Intermediario;5111402;2897847;77041191;5929834237;946;183442;;
20181;MasterCard;Debito;Intermediario;375296;249445;6521218;497421001;1413;338577;;
20182;VISA;Credito;Basico Nacional;22144685;10504608;131799991;10209701635;176536;13765567;;
20194;MasterCard;Credito;Corporativo;136627;91479;3573948;1114359652;277170;153889263;;
20224;Outras;Debito;Outros;3354547;1775183;47016387;4524167070;0;0;;
20223;American Express;Credito;Premium;555217;440098;15184423;4306682352;423863;467440836;;
20193;Bandeira propria;Debito;Outros;1416317;387538;4448465;274651938;0;0;;
20234;MasterCard;Credito;Intermediario;129976924;69565846;1452559236;141436168913;6147265;803285267;;
20233;MasterCard;Credito;Corporativo;3400898;967632;22324092;3531839354;326845;279139003;;
20203;VISA;Pre-Pago;Platinum;17030;219;0;0;2117;856964;;
20183;VISA;Credito;Empresarial;837588;538842;12818359;3119557329;338476;226614429;;
20222;VISA;Credito;Basico Internacional;39098775;21569250;325248305;36073758169;939497;194580675;;
20221;MasterCard;Debito;Empresarial;1613000;458800;12280183;879150042;71;57660;;
20203;VISA;Credito;Empresarial;1517123;839204;18997601;5026738746;258809;243029283;;
20221;MasterCard;Debito;Outros;740889;224945;3028723;142685373;704;279763;;
20212;Elo;Debito;Outros;26626;6126;97928;8602330;254;35395;;
20201;MasterCard;Pre-Pago;Intermediario;7453316;2951173;49693221;2035795600;1;0;;
20212;Bandeira propria;Pre-Pago;Outros;682790;295578;722470996;1629095372;0;0;;
20213;Elo;Credito;Basico Nacional;4549859;2312872;66348778;6733356472;23100;8223303;;
20202;MasterCard;Pre-Pago;Basico Internacional;174084;5456;147737;13431437;26699;5101287;;
20213;Bandeira propria;Credito;Outros;16915368;5080845;12142025;1859970805;0;0;;
20211;Elo;Debito;Empresarial;864539;350973;7675987;1059193691;0;0;;
20224;Elo;Credito;Corporativo;23541;10559;80041;114420341;409;504500;;
20181;MasterCard;Pre-Pago;Basico Internacional;50871;48142;67445;13469875;89222;35478628;;
20224;VISA;Debito;Basico Nacional;13886573;7884716;223352428;14928208716;1715;250910;;
20201;Bandeira propria;Debito;Outros;1412380;392403;4395939;293172073;0;0;;
20233;Elo;Credito;Intermediario;6305604;2502003;49292279;5459755760;20818;3013702;;
20231;VISA;Pre-Pago;Outros;34410248;12381693;127556162;6047750394;150331;28801233;;
20232;MasterCard;Pre-Pago;Premium;252494;116808;3096776;193724865;0;0;;
20202;VISA;Pre-Pago;Corporativo;627460;148194;2079609;158798426;874563;148802186;;
20212;MasterCard;Debito;Empresarial;1286173;395165;9989411;739930315;56;36421;;
20183;MasterCard;Credito;Corporativo;113584;78255;2530898;911023976;206895;121909559;;
20181;VISA;Debito;Platinum;1699010;1137010;37016375;3041550956;2102;349046;;
20211;Elo;Credito;Basico Nacional;4587449;2687015;61619701;6037795637;18852;5779746;;
20224;Elo;Credito;Premium;4;1;12;3721;0;0;;
20223;Elo;Pre-Pago;Outros;49217475;4788710;21938159;970185834;172;41972;;
20181;VISA;Credito;Platinum;4704043;3493949;160562267;20244328551;3565835;1012490123;;
20224;Bandeira propria;Credito;Intermediario;19591;9557;2353174;683788158;0;0;;
20222;VISA;Pre-Pago;Empresarial;4210;2196;38839;5161115;0;0;;
20204;MasterCard;Credito;Intermediario;34043222;24460250;550670234;53392443948;2213084;329977132;;
20234;American Express;Credito;Basico Nacional;39126;30585;722271;99822055;3394;1176581;;
20221;VISA;Credito;Premium;3157364;2414157;133208814;27162494338;1887883;1256938288;;
20183;MasterCard;Debito;Platinum;819775;478955;11394698;896987896;4881;1448950;;
20211;MasterCard;Debito;Premium;308528;125131;1784576;203877493;359;276733;;
20192;VISA;Pre-Pago;Corporativo;579464;145685;1598182;143950397;1702780;243923088;;
20221;VISA;Credito;Empresarial;2113775;1335939;31940357;9335689740;354266;335552666;;
20201;VISA;Debito;Intermediario;2931986;2057824;48677056;3679196589;1731;260332;;
20204;American Express;Credito;Premium;418054;300805;9284393;2582454560;149613;124417622;;
20214;Bandeira propria;Debito;Outros;1179294;497885;5400672;392720738;0;0;;
20194;VISA;Credito;Corporativo;591922;316843;5666855;1670819183;435534;233253816;;
20213;Elo;Credito;Platinum;81058;19778;1456037;226314239;1626;403936;;
20192;VISA;Pre-Pago;Empresarial;729;492;6180;622413;0;0;;
20214;Elo;Debito;Basico Internacional;53547;46786;342529;19868512;0;0;;
20234;MasterCard;Pre-Pago;Corporativo;3955375;1537702;4782860;66147647;76288;313120;;
20181;MasterCard;Pre-Pago;Basico Nacional;7305;3621;121156;5188670;0;0;;
20231;Elo;Debito;Outros;140425;73753;473720;54654470;1262;247507;;
20221;Elo;Debito;Basico Internacional;61316;54712;396937;21607302;0;0;;
20214;VISA;Pre-Pago;Basico Nacional;6357255;1354021;13068084;1834193559;58;13864;;
20221;Elo;Pre-Pago;Outros;42139927;5046831;26612816;1182660384;119;17776;;
20222;MasterCard;Pre-Pago;Basico Nacional;268131;197191;1162583;121335504;4600;520928;;
20184;Hipercard;Credito;Basico Nacional;4446257;3330961;62094291;8619473335;0;0;;
20234;Elo;Debito;Basico Nacional;208475054;41234301;983529224;57739966878;0;0;;
20203;VISA;Debito;Outros;238;147;2993;154928;0;0;;
20233;MasterCard;Debito;Intermediario;81637684;57502803;1016756822;50225504132;41532;8760833;;
20184;VISA;Pre-Pago;Outros;2880467;1847447;618796;347488430;176153;54332667;;
20194;MasterCard;Pre-Pago;Intermediario;5401980;2213496;38939432;1639684861;0;0;;
20194;Elo;Credito;Corporativo;25215;14567;38319;125739756;152;115888;;
20223;Elo;Credito;Corporativo;23628;10946;79774;115110192;631;469475;;
20231;Elo;Debito;Empresarial;1119875;386026;8635035;1206127756;0;0;;
20194;VISA;Credito;Basico Nacional;32975226;12002913;178165557;15338201361;212533;23398361;;
20212;MasterCard;Debito;Premium;319855;131818;1882438;214386354;403;329141;;
20232;American Express;Credito;Premium;584748;484139;17443982;4628829895;416969;413719780;;
20204;Elo;Credito;Outros;2061023;1614204;28763023;3348733513;13130;5187893;;
20193;MasterCard;Debito;Premium;216544;115163;2105205;200626749;3888;1679800;;
20231;Bandeira propria;Credito;Outros;24181871;4373829;14416559;2171871186;0;0;;
20232;MasterCard;Credito;Corporativo;2768442;605973;13604886;2876276863;320074;302986787;;
20221;MasterCard;Credito;Basico Internacional;64430824;23289164;274837948;25658006173;816009;167478918;;
20202;VISA;Credito;Intermediario;9979543;7417017;146984497;18442054408;480594;76755837;;
20203;VISA;Credito;Outros;5092585;855484;11390183;1452272202;42126;14220722;;
20222;Elo;Credito;Intermediario;2191985;528425;19461617;2330823192;5032;578747;;
20203;Elo;Pre-Pago;Outros;10933264;3036647;21800743;1047127124;170;12085;;
20213;American Express;Credito;Corporativo;79551;59836;943462;524014584;35060;73891754;;
20211;MasterCard;Debito;Basico Nacional;2981393;1426987;9891584;1051872351;6;7496;;
20234;Bandeira propria;Debito;Outros;20920;11805;53495;3283246;0;0;;
20213;VISA;Debito;Empresarial;1595215;651353;21125349;2760059541;1686;538302;;
20181;Elo;Debito;Basico Internacional;23948509;6595765;155091332;8254700698;0;0;;
20212;American Express;Credito;Corporativo;81771;62427;761439;374671194;31333;71927524;;
20201;American Express;Credito;Platinum;466359;349194;11899109;2847010171;622335;481222526;;
20223;VISA;Pre-Pago;Basico Nacional;9758843;2128007;26865189;2809216999;350;157037;;
20224;MasterCard;Credito;Basico Internacional;91567179;34612395;436236778;49817052638;1133104;247016553;;
20213;MasterCard;Pre-Pago;Platinum;3710318;2140982;49109754;2423674242;0;0;;
20222;American Express;Credito;Basico Nacional;48997;39289;870570;123268959;4282;1652890;;
20231;VISA;Debito;Intermediario;8962298;5204935;116945000;7398657582;1567;241903;;
20202;Hipercard;Credito;Intermediario;3058865;2844010;38280186;5759117575;34;3746;;
20181;Elo;Credito;Basico Internacional;1169241;429724;6377079;724346849;38978;15130566;;
20182;MasterCard;Credito;Empresarial;1233985;926022;11427758;2581872953;293415;161487654;;
20233;VISA;Debito;Basico Nacional;14151530;8176529;221919940;14129351115;8688;801421;;
20212;Bandeira propria;Debito;Outros;1173576;499957;4819992;351990048;0;0;;
20183;VISA;Credito;Corporativo;520119;270667;4868185;1269931661;345515;194514884;;
20211;VISA;Pre-Pago;Basico Nacional;3875646;661507;4255254;1351904968;59;27071;;
20184;MasterCard;Credito;Premium;1541899;1276635;88636598;16767334477;3615437;1734793753;;
20234;MasterCard;Debito;Basico Internacional;48178066;15093613;525559221;35135490932;63179;15711001;;
20181;VISA;Debito;Intermediario;1233375;834813;23501396;1757990305;644;92933;;
20193;VISA;Credito;Outros;4338113;478562;7999593;1055910632;52084;30699794;;
20232;MasterCard;Pre-Pago;Corporativo;1939190;1224273;9937732;310946505;89612;1182574;;
20213;VISA;Credito;Empresarial;1869863;1081427;28867385;7981244026;316847;272486355;;
20233;Bandeira propria;Credito;Outros;18462591;2761844;10128767;1283398789;0;0;;
20232;Elo;Pre-Pago;Intermediario;300014;0;243851;9904081;0;0;;
20233;VISA;Credito;Platinum;10048607;7340020;309601681;46407016361;2677344;917111184;;
20234;MasterCard;Credito;Basico Internacional;98979900;29228812;344567648;35271298886;702325;109766265;;
20204;MasterCard;Credito;Basico Internacional;39804375;20134370;372153453;44145525197;912775;171859566;;
20214;MasterCard;Debito;Platinum;833704;352618;10479294;946109823;4556;2869441;;
20183;American Express;Credito;Corporativo;24252;17699;2236566;1203658023;214309;176547113;;
20212;American Express;Credito;Intermediario;560252;344487;7525640;1262817244;56319;21038994;;
20212;MasterCard;Pre-Pago;Intermediario;20019327;11552438;305537992;11658628737;0;0;;
20201;Elo;Credito;Platinum;51089;41479;1262343;174345684;3733;943326;;
20183;VISA;Debito;Platinum;1725430;1137542;39103660;3161753119;1739;290259;;
20223;VISA;Debito;Basico Nacional;13545798;7509447;199739005;13145891109;1906;216761;;
20193;Elo;Credito;Platinum;4164;1980;36955;10626655;59;12603;;
20232;Bandeira propria;Credito;Basico Nacional;6508980;1425023;6973529;1003512150;0;0;;
20192;American Express;Credito;Platinum;485662;387777;11575521;2596395504;637999;421402527;;
20214;VISA;Pre-Pago;Empresarial;3702;2093;36053;4348751;0;0;;
20181;MasterCard;Credito;Basico Nacional;31344107;12585450;170770602;17000798818;30647;1630894;;
20212;American Express;Credito;Empresarial;21623;16207;414275;217816681;15287;21428707;;
20204;VISA;Credito;Outros;5346055;988316;14479105;1852206020;49274;19341063;;
20191;Elo;Credito;Corporativo;24601;14589;22710;101008284;166;184061;;
20221;American Express;Credito;Basico Nacional;52263;40330;853752;122085877;3849;1392502;;
20221;MasterCard;Debito;Intermediario;71779700;46438570;737115715;43838752215;31028;7156962;;
20183;VISA;Debito;Empresarial;838534;446847;10514042;1333496891;92;28375;;
20194;MasterCard;Credito;Platinum;6027881;4667281;222200006;27840451086;3430870;926399658;;
20203;American Express;Credito;Empresarial;23191;16227;384108;174719320;13912;20487446;;
20231;Elo;Credito;Premium;191405;131661;6235708;1255453013;18532;10863206;;
20223;VISA;Debito;Basico Internacional;139007200;44292568;1027848604;67896264580;20983;4123210;;
20211;VISA;Pre-Pago;Outros;14347713;6585401;50636780;3021287531;115588;15122216;;
20192;VISA;Credito;Basico Nacional;32583505;12195310;171759924;13563839651;216155;19319987;;
20181;VISA;Debito;Basico Nacional;4970326;2719682;59597009;3916227305;222;28908;;
20192;VISA;Debito;Basico Nacional;6515019;3243944;76123651;4640577970;458;44174;;
20214;MasterCard;Debito;Intermediario;68104207;44060939;797663012;49490620256;29041;6925161;;
20192;Outras;Credito;Intermediario;40053;6850;74924;10468322;277;96291;;
20233;Hipercard;Credito;Empresarial;7;1;1;0;1;0;;
20233;Hipercard;Credito;Intermediario;401;16;82;8175;1;0;;
